Gender,Age,family_history_with_overweight,FAVC,NCP,CAEC,CH2O,FAF,CALC,MTRANS,NObeyesdad
Male,21,yes,yes,3,Sometimes,2.84,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.42,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.48,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Sometimes,2.68,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.42,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,yes,yes,2,Sometimes,2.62,0,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,no,no,3,Frequently,1.57,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.37,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.3,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,2,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Sometimes,2.34,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.31,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Frequently,1.15,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,1.34,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.35,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.21,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,no,no,1,Frequently,1.22,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,1.8,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.89,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.25,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Frequently,1.33,0,no,Public_Transportation,Insufficient_Weight
Female,21,no,no,1,Frequently,2.44,1,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.65,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.3,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.62,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,2,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Male,21,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Sometimes,2.04,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,1.35,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.41,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.32,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,no,yes,1,no,2.12,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Frequently,2.26,2,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Sometimes,1.16,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,3,Sometimes,1.01,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.39,1,no,Automobile,Insufficient_Weight
Female,21,yes,no,1,Sometimes,1.0,0,no,Public_Transportation,Overweight_Level_II
Male,21,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,no,2.11,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.37,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,1.85,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.42,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.95,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,no,yes,1,no,2.88,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,no,yes,1,no,2.01,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.52,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,no,3.0,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.87,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,1,Sometimes,1.58,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,2,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Frequently,2.59,2,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,1.66,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Automobile,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.65,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,no,2.04,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.71,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.71,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,no,3.0,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.68,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,no,yes,1,no,2.8,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.66,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Female,21,yes,no,1,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,1.23,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,2.42,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,2,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,1.61,0,no,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,2.81,0,Frequently,Public_Transportation,Overweight_Level_I
Female,20,yes,yes,3,Sometimes,1.68,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.73,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,no,yes,1,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Frequently,2.89,2,no,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,1.67,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.8,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.64,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.89,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,2.29,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,20,yes,yes,1,Sometimes,1.13,0,no,Public_Transportation,Obesity_Type_II
Female,20,yes,yes,3,Sometimes,1.24,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.87,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,20,yes,yes,3,Sometimes,2.87,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Female,20,yes,yes,3,Sometimes,2.75,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.15,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,no,yes,1,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,1.76,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,no,3,Sometimes,1.85,0,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,1.16,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,no,3,Sometimes,1.16,1,no,Public_Transportation,Overweight_Level_II
Female,20,yes,yes,3,Sometimes,1.77,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,2,Sometimes,2.33,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,1.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.32,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.54,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Frequently,2.48,2,no,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,1.41,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,2.99,2,no,Public_Transportation,Insufficient_Weight
Male,20,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,20,yes,no,3,Sometimes,1.94,1,no,Public_Transportation,Overweight_Level_II
Female,20,yes,yes,3,Sometimes,1.35,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,1.62,0,no,Public_Transportation,Obesity_Type_I
Female,20,yes,no,3,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,1.61,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,no,3,Sometimes,1.13,0,no,Public_Transportation,Overweight_Level_II
Female,20,yes,yes,3,Sometimes,1.8,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.85,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,1.69,1,no,Public_Transportation,Obesity_Type_I
Male,20,yes,yes,3,Sometimes,2.4,2,no,Public_Transportation,Obesity_Type_I
Female,20,no,yes,1,Frequently,1.19,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,1,Sometimes,2.66,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,20,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,2.9,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.16,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,no,3,Frequently,1.11,1,no,Public_Transportation,Insufficient_Weight
Female,20,yes,no,3,Sometimes,1.21,1,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,2.39,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,2,Sometimes,1.81,1,no,Public_Transportation,Overweight_Level_II
Male,20,yes,yes,3,Sometimes,2.79,2,no,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Frequently,1.86,2,no,Public_Transportation,Insufficient_Weight
Male,20,yes,yes,3,Sometimes,2.83,1,Sometimes,Automobile,Insufficient_Weight
Female,20,no,yes,2,Sometimes,1.44,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,2.23,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,no,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,20,yes,yes,3,Sometimes,2.7,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.3,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,no,yes,1,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,20,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,2.32,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.82,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,20,yes,yes,3,Sometimes,1.97,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,20,no,yes,2,Frequently,1.25,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,no,yes,1,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,no,yes,1,Frequently,1.2,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,20,yes,yes,3,Sometimes,2.65,2,no,Public_Transportation,Insufficient_Weight
Female,20,no,yes,2,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,1.76,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20,yes,yes,3,Sometimes,1.12,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,1,Sometimes,1.37,0,no,Public_Transportation,Obesity_Type_II
Female,20,no,no,2,Frequently,1.0,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,20,yes,yes,1,Sometimes,1.41,0,no,Public_Transportation,Obesity_Type_II
Female,20,no,yes,1,Frequently,1.32,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,20,yes,yes,3,Sometimes,2.41,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,1,Sometimes,1.38,0,no,Public_Transportation,Obesity_Type_II
Female,20,yes,yes,3,Sometimes,2.23,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,yes,yes,3,Sometimes,2.3,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,yes,yes,1,Sometimes,1.59,0,no,Public_Transportation,Obesity_Type_II
Male,20,yes,yes,1,Sometimes,1.43,0,no,Public_Transportation,Obesity_Type_II
Male,20,yes,yes,1,Sometimes,1.66,0,no,Public_Transportation,Obesity_Type_II
Female,19,no,yes,3,Sometimes,2.0,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,3,Sometimes,2.37,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,19,yes,yes,4,Sometimes,2.54,2,no,Automobile,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.98,1,no,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.57,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.89,1,no,Public_Transportation,Insufficient_Weight
Female,19,yes,no,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,no,no,1,Frequently,1.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.98,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Frequently,2.49,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Sometimes,1.97,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.62,2,no,Automobile,Insufficient_Weight
Female,19,yes,no,3,Sometimes,1.17,0,no,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.73,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,no,no,3,Frequently,1.63,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,3,Sometimes,2.31,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,no,yes,1,Frequently,1.53,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,4,Sometimes,2.58,2,no,Automobile,Insufficient_Weight
Male,19,no,yes,1,no,2.81,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.15,1,no,Public_Transportation,Obesity_Type_I
Female,19,no,yes,3,Frequently,1.88,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,no,2,Sometimes,2.71,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.29,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,3,Sometimes,1.82,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.85,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,3.0,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.76,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,no,yes,2,Sometimes,1.98,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,no,3,Frequently,2.88,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Sometimes,1.96,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,2,Sometimes,1.51,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,no,3,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.18,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,3,Sometimes,1.13,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.08,2,no,Automobile,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.7,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,yes,yes,3,Sometimes,2.25,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,no,no,4,Frequently,1.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Frequently,2.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,no,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.72,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.7,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,no,2,Sometimes,2.19,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,no,no,2,Frequently,1.15,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,no,2,Sometimes,2.77,0,no,Public_Transportation,Overweight_Level_II
Female,19,no,no,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,1,Frequently,1.5,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.23,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.37,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,no,3,Frequently,2.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.36,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.43,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,2,Sometimes,1.62,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,1,Frequently,1.13,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.88,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,no,2,Sometimes,2.16,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,4,Sometimes,2.36,2,no,Automobile,Insufficient_Weight
Female,19,yes,yes,3,Sometimes,2.96,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,yes,yes,3,Sometimes,2.56,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,19,yes,yes,3,Sometimes,3.0,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,19,yes,yes,2,Sometimes,2.53,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,19,yes,yes,3,Sometimes,2.43,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,no,3,Frequently,1.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,1,Frequently,1.39,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.08,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,4,Sometimes,2.43,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,yes,yes,3,Sometimes,2.07,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,yes,no,3,Sometimes,1.34,0,no,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,2.83,3,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,yes,yes,2,Sometimes,1.12,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,19,no,yes,1,Frequently,1.76,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,2,Sometimes,1.0,0,no,Public_Transportation,Obesity_Type_I
Male,19,yes,yes,3,Sometimes,2.4,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,3,Sometimes,1.54,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,1,Frequently,1.85,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Frequently,2.95,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,2,Sometimes,1.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,19,yes,yes,3,Sometimes,2.31,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,no,yes,1,Frequently,1.6,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,4,Sometimes,2.37,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,4,Sometimes,2.16,2,no,Automobile,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.95,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.53,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.67,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.69,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,3,Sometimes,2.7,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,yes,yes,2,Sometimes,1.4,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,19,no,yes,4,Frequently,1.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,2,Frequently,1.25,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,3,Sometimes,2.44,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,19,yes,yes,3,Sometimes,1.64,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.13,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,no,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,no,yes,1,Frequently,1.95,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.17,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,1,Sometimes,1.68,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,1,Sometimes,2.12,0,no,Public_Transportation,Overweight_Level_I
Female,19,yes,yes,3,Sometimes,1.23,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,19,yes,no,1,Sometimes,3.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,no,2,Sometimes,2.45,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,yes,yes,3,Sometimes,1.31,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,yes,no,3,Sometimes,2.47,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,3,Sometimes,1.02,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,yes,yes,3,Sometimes,2.96,2,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,no,no,3,Frequently,1.28,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,no,3,Sometimes,1.96,1,no,Public_Transportation,Overweight_Level_II
Male,19,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,19,no,yes,3,Sometimes,1.19,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,yes,yes,3,Sometimes,2.55,1,Sometimes,Automobile,Insufficient_Weight
Male,19,no,yes,1,Sometimes,2.63,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,no,yes,3,Sometimes,1.1,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,3,Sometimes,1.05,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,no,3,Frequently,1.0,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,2,Sometimes,2.01,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,no,yes,1,Sometimes,2.32,1,no,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,2,Sometimes,1.17,0,no,Public_Transportation,Obesity_Type_I
Female,19,yes,yes,3,Sometimes,1.44,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,19,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,19,no,no,3,Frequently,1.02,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,yes,yes,2,Sometimes,3.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,yes,no,3,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_II
